food;water;days;money
207;225;15;11805
241;255;16;11295
205;225;16;11825
199;220;16;11910
229;245;16;11485
240;254;15;11320
243;255;15;11210
225;240;15;11550
241;255;16;11235
189;210;15;12060
201;220;15;11890
169;195;16;12335
246;258;15;11190
239;255;17;11260
198;218;15;11930
228;243;15;11505
201;220;15;11890
201;220;15;11890
201;220;15;11890
217;235;16;11655
222;238;15;11590
267;275;15;10875
195;215;15;11975
219;235;15;11635
211;230;16;11740
189;210;15;12060
231;245;15;11465
207;225;15;11805
217;235;16;11655
209;230;17;11760
237;250;15;11340
282;288;15;10660
229;245;16;11485
229;245;16;11485
226;243;16;11525
231;245;15;11465
216;233;15;11675
231;245;15;11465
159;185;15;12485
201;220;15;11890
213;230;15;11720
195;215;15;11975
201;220;15;11890
195;215;15;11975
247;260;16;11165
203;225;17;11845
225;240;15;11550
165;190;15;12400
192;213;15;12015
240;253;15;11270
183;205;15;12145
211;230;16;11740
261;270;15;10970
223;240;16;11570
201;220;15;11890
207;225;15;11805
183;205;15;12145
195;215;15;11975
204;223;15;11845
217;235;16;11655
245;260;17;11170
250;263;16;11155
237;250;15;11340
231;245;15;11465
219;235;15;11635
251;265;17;11125
177;200;15;12230
198;218;15;11930
201;220;15;11890
237;250;15;11340
225;240;15;11550
253;265;16;11125
238;253;16;11295
250;263;16;11155
217;235;16;11655
225;240;15;11550
204;223;15;11845
225;240;15;11550
213;230;15;11720
249;260;15;11090
271;280;16;10885
171;195;15;12315
207;225;15;11805
255;265;15;11100
217;235;16;11655
225;240;15;11550
177;200;15;12230
159;185;15;12485
205;225;16;11825
177;200;15;12230
282;288;15;10660
217;235;16;11655
189;210;15;12060
223;241;16;11565
247;260;16;11130
235;250;16;11365
189;210;15;12060
153;180;15;12570
213;230;15;11720
207;225;15;11805
198;218;15;11930
153;180;15;12570
229;245;16;11485
226;243;16;11525
243;255;15;11210
211;230;16;11740
189;210;15;12060
205;225;16;11825
186;208;15;12100
147;175;15;12655
207;225;15;11805
207;225;15;11805
195;215;15;11975
222;238;15;11590
207;225;15;11805
237;250;15;11340
183;205;15;12145
189;210;15;12060
195;215;15;11975
241;255;16;11235
195;215;15;11975
189;210;15;12060
210;228;15;11760
189;210;15;12060
183;205;15;12145
171;195;15;12315
219;235;15;11635
213;230;15;11720
171;195;15;12315
183;205;15;12145
279;286;15;10600
153;180;15;12570
256;268;16;11055
205;225;16;11825
240;253;15;11270
250;263;16;11155
192;213;15;12015
177;200;15;12230
211;230;16;11740
195;215;15;11975
219;235;15;11635
195;215;15;11975
256;268;16;10970
213;230;15;11720
201;220;15;11890
217;235;16;11655
237;250;15;11340
225;240;15;11550
213;230;15;11720
255;265;15;11045
177;200;15;12230
201;220;15;11890
211;230;16;11740
255;265;15;11100
219;235;15;11635
219;235;15;11635
183;205;15;12145
269;280;17;10820
237;250;15;11340
181;205;16;12165
199;220;16;11910
199;220;16;11910
171;195;15;12315
255;265;15;11100
233;250;17;11390
165;190;15;12400
231;245;15;11465
241;255;16;11295
186;208;15;12100
225;240;15;11550
213;230;15;11720
207;225;15;11805
211;230;16;11740
213;230;15;11720
226;243;16;11525
232;248;16;11425
177;200;15;12230
177;200;15;12230
231;245;15;11465
219;235;15;11635
189;210;15;12060
183;205;15;12145
231;245;15;11465
171;195;15;12315
207;225;15;11805
228;243;15;11505
184;208;16;12120
222;238;15;11590
237;250;15;11340
249;260;15;11140
225;240;15;11550
225;240;15;11550
195;215;15;11975
241;255;16;11235
234;248;15;11400
173;200;17;12270
195;215;15;11975
261;270;15;11010
259;270;16;10995
163;190;16;12420
237;250;15;11340
153;180;15;12570
205;225;16;11825
237;250;15;11340
222;238;15;11590
233;250;17;11390
270;278;15;10760
195;215;15;11975
207;225;15;11805
207;225;15;11805
231;245;15;11465
240;253;15;11330
181;205;16;12165
228;243;15;11505
193;215;16;11995
235;250;16;11365
231;245;15;11465
189;210;15;12060
232;248;16;11425
233;250;17;11390
213;230;15;11720
201;220;15;11890
201;220;15;11890
261;270;15;10970
201;220;15;11890
177;200;15;12230
259;270;16;10995
187;210;16;12080
217;235;16;11655
248;263;17;11045
187;210;16;12080
219;235;15;11635
191;215;17;12015
216;233;15;11675
243;255;15;11210
250;263;16;11005
231;245;15;11465
171;195;15;12315
249;260;15;11090
219;235;15;11635
210;228;15;11760
231;245;15;11465
255;265;15;11045
207;225;15;11805
207;225;15;11805
225;240;15;11550
288;293;15;10545
229;245;16;11485
203;225;17;11845
192;213;15;12015
261;270;15;11030
213;230;15;11720
165;190;15;12400
231;245;15;11465
210;228;15;11760
177;200;15;12230
246;258;15;11190
207;225;15;11805
177;200;15;12230
165;190;15;12400
177;200;15;12230
187;210;16;12080
225;240;15;11550
205;225;16;11825
201;220;15;11890
231;245;15;11465
213;230;15;11720
219;235;15;11635
225;240;15;11550
171;195;15;12315
177;200;15;12230
225;240;15;11550
222;238;15;11590
217;235;16;11655
237;250;15;11340
171;195;15;12315
165;190;15;12400
241;255;16;11235
237;250;15;11340
261;270;15;11030
183;205;15;12145
213;230;15;11720
255;265;15;11045
253;265;16;11085
201;220;15;11890
241;255;16;11295
249;265;18;11165
238;253;16;11295
189;210;15;12060
249;260;15;11090
225;240;15;11550
246;258;15;11190
225;240;15;11550
211;230;16;11740
245;260;17;11170
249;260;15;11090
189;210;15;12060
219;235;15;11635
243;255;15;11270
249;260;15;11140
195;215;15;11975
165;190;15;12400
207;225;15;11805
241;255;16;11235
217;235;16;11655
171;195;15;12315
232;248;16;11425
256;268;16;10970
177;200;15;12230
213;230;15;11720
243;255;15;11210
211;230;16;11740
207;225;15;11805
281;290;17;10710
237;250;15;11340
241;255;16;11235
237;250;15;11340
210;228;15;11760
183;205;15;12145
231;245;15;11465
231;245;15;11465
207;225;15;11805
189;210;15;12060
210;228;15;11760
185;210;17;12100
222;238;15;11590
241;255;16;11235
228;243;15;11505
189;210;15;12060
189;210;15;12060
189;210;15;12060
204;223;15;11845
165;190;15;12400
240;253;15;11330
201;220;15;11890
183;205;15;12145
223;240;16;11570
183;205;15;12145
213;230;15;11720
207;225;15;11805
181;205;16;12165
189;210;15;12060
237;250;15;11340
195;215;15;11975
222;238;15;11590
183;205;15;12145
159;185;15;12485
231;245;15;11465
228;243;15;11505
240;253;15;11330
225;240;15;11550
207;225;15;11805
165;190;15;12400
261;270;15;10970
207;225;15;11805
199;220;16;11910
221;240;17;11590
219;235;15;11635
187;210;16;12080
213;230;15;11720
213;230;15;11720
198;218;15;11930
267;275;15;10900
183;205;15;12145
245;260;17;11230
171;195;15;12315
187;210;16;12080
222;238;15;11590
201;220;15;11890
231;245;15;11465
183;205;15;12145
255;265;15;11045
225;240;15;11550
231;245;15;11465
239;255;17;11320
189;210;15;12060
223;240;16;11570
195;215;15;11975
159;185;15;12485
189;210;15;12060
237;250;15;11340
213;230;15;11720
147;175;15;12655
231;245;15;11465
240;253;15;11270
181;205;16;12165
171;195;15;12315
189;210;15;12060
243;255;15;11210
255;265;15;11100
229;245;16;11485
183;205;15;12145
196;218;16;11950
237;250;15;11340
219;235;15;11635
195;215;15;11975
216;233;15;11675
171;195;15;12315
225;240;15;11550
209;230;17;11760
189;210;15;12060
252;263;15;11160
201;220;15;11890
219;235;15;11635
223;240;16;11570
252;263;15;11160
153;180;15;12570
195;215;15;11975
195;215;15;11975
276;283;15;10790
255;265;15;11070
179;205;17;12185
264;273;15;10975
234;248;15;11400
241;255;16;11295
177;200;15;12230
201;220;15;11890
193;215;16;11995
189;210;15;12060
225;240;15;11550
201;220;15;11890
231;245;15;11465
251;265;17;11120
189;210;15;12060
207;225;15;11805
244;258;16;11225
213;230;15;11720
240;253;15;11330
211;230;16;11740
201;220;15;11890
213;230;15;11720
189;210;15;12060
189;210;15;12060
213;230;15;11720
255;265;15;11100
189;210;15;12060
207;225;15;11805
189;210;15;12060
201;220;15;11890
207;225;15;11805
267;275;15;10875
207;225;15;11805
231;245;15;11465
189;210;15;12060
225;240;15;11550
235;250;16;11365
229;245;16;11485
204;223;15;11845
189;210;15;12060
225;240;15;11550
235;250;16;11365
249;260;15;11140
213;230;15;11720
225;240;15;11550
207;225;15;11805
207;225;15;11805
229;245;16;11485
189;210;15;12060
207;225;15;11805
195;215;15;11975
237;250;15;11340
207;225;15;11805
195;215;15;11975
201;220;15;11890
219;235;15;11635
211;230;16;11740
258;268;15;11030
205;225;16;11825
216;233;15;11675
225;240;15;11550
265;275;16;10825
241;255;16;11235
208;228;16;11780
201;220;15;11890
231;245;15;11465
207;225;15;11805
183;205;15;12145
201;220;15;11890
211;230;16;11740
235;250;16;11365
229;245;16;11485
219;235;15;11635
171;195;15;12315
159;185;15;12485
198;218;15;11930
199;220;16;11910
219;235;15;11635
240;253;15;11330
184;208;16;12120
175;200;16;12250
207;225;15;11805
183;205;15;12145
235;250;16;11365
243;255;15;11210
269;280;17;10820
219;235;15;11635
201;220;15;11890
201;220;15;11890
228;243;15;11505
195;215;15;11975
245;260;17;11200
165;190;15;12400
213;230;15;11720
207;225;15;11805
285;290;15;10670
229;245;16;11485
217;235;16;11655
186;208;15;12100
243;255;15;11270
171;195;15;12315
249;260;15;11090
243;255;15;11270
247;260;16;11165
243;255;15;11270
211;230;16;11740
189;210;15;12060
223;240;16;11570
219;235;15;11635
249;260;15;11090
183;205;15;12145
273;280;15;10840
177;200;15;12230
249;260;15;11090
211;230;16;11740
225;240;15;11550
249;260;15;11090
159;185;15;12485
243;255;15;11270
219;235;15;11635
253;265;16;11125
267;275;15;10900
187;210;16;12080
231;245;15;11465
201;220;15;11890
239;255;17;11320
216;233;15;11675
135;165;15;12825
198;218;15;11930
189;210;15;12060
199;220;16;11910
195;215;15;11975
198;218;15;11930
207;225;15;11805
183;205;15;12145
177;200;15;12230
213;230;15;11720
171;195;15;12315
259;270;16;11020
189;210;15;12060
219;235;15;11635
213;230;15;11720
213;230;15;11720
237;250;15;11340
222;238;15;11590
247;260;16;11130
190;213;16;12035
207;225;15;11805
243;255;15;11270
207;225;15;11805
252;263;15;11160
183;205;15;12145
201;220;15;11890
201;220;15;11890
171;195;15;12315
219;235;15;11635
207;225;15;11805
235;250;16;11365
207;225;15;11805
231;245;15;11465
271;280;16;10885
225;240;15;11550
273;280;15;10860
171;195;15;12315
243;255;15;11270
243;255;15;11210
222;238;15;11590
249;260;15;11090
213;230;15;11720
267;275;15;10905
229;245;16;11485
195;215;15;11975
210;228;15;11760
219;235;15;11635
189;210;15;12060
169;195;16;12335
207;225;15;11805
207;225;15;11805
222;238;15;11590
271;280;16;10885
199;220;16;11910
237;250;15;11340
204;223;15;11845
216;233;15;11675
219;235;15;11635
183;205;15;12145
216;233;15;11675
219;235;15;11635
231;245;15;11465
165;190;15;12400
231;245;15;11465
229;245;16;11485
207;225;15;11805
243;255;15;11270
207;225;15;11805
189;210;15;12060
171;195;15;12315
213;230;15;11720
229;245;16;11485
261;270;15;10970
253;265;16;11125
225;240;15;11550
217;235;16;11655
249;260;15;11090
231;245;15;11465
199;220;16;11910
183;205;15;12145
225;240;15;11550
267;275;15;10900
201;220;15;11890
153;180;15;12570
252;263;15;11130
207;225;15;11805
229;245;16;11485
183;205;15;12145
243;255;15;11210
210;228;15;11760
209;230;17;11760
207;225;15;11805
229;245;16;11485
232;248;16;11425
223;240;16;11570
165;190;15;12400
189;210;15;12060
219;235;15;11635
231;245;15;11465
177;200;15;12230
195;215;15;11975
249;260;15;11090
237;250;15;11340
189;210;15;12060
183;205;15;12145
261;270;15;10970
169;195;16;12335
213;230;15;11720
207;225;15;11805
219;235;15;11635
213;230;15;11720
207;225;15;11805
181;205;16;12165
219;235;15;11635
219;235;15;11635
249;260;15;11090
240;253;15;11270
207;225;15;11805
183;205;15;12145
235;250;16;11365
210;228;15;11760
231;245;15;11465
181;205;16;12165
201;220;15;11890
237;250;15;11340
177;200;15;12230
241;255;16;11235
195;215;15;11975
237;250;15;11340
209;230;17;11760
207;225;15;11805
247;260;16;11130
171;195;15;12315
186;208;15;12100
211;230;16;11740
261;270;15;11030
249;260;15;11090
219;235;15;11635
231;245;15;11465
246;258;15;11190
189;210;15;12060
237;250;15;11340
187;210;16;12080
253;265;16;11125
266;278;17;10880
211;230;16;11740
235;250;16;11365
189;210;15;12060
227;245;17;11505
174;198;15;12270
228;243;15;11505
237;250;15;11340
245;260;17;11230
177;200;15;12230
231;245;15;11465
